nombre,tipo,tipo_cat,lat,lon,rating,n_resenas,precio,direccion,densidad_500m,cluster_kmeans,cluster_dbscan,cluster_hdbscan,prob_hdbscan,umap_1,umap_2,tsne_1,tsne_2
Paceña La Salteña,Restaurante de cocina sudamericana,restaurante,-16.4989176,-68.1332132,4.5,1043,Bs 20-40,"Loayza Nº 233, La Paz",86,1,-1,-1,0.0,-2.4696028,5.6660995,-22.762205,-14.549768
Niki's Fast Food & Juices Villalobos,Restaurante de comida rápida,restaurante,-16.5026479,-68.12153359999999,4.0,860,Bs 20-40,"C. R. Villalobos, La Paz",15,2,-1,-1,0.0,-0.32141963,6.004572,-9.13027,-8.691833
Homero Burger,Restaurante,restaurante,-16.4894496,-68.1388593,4.1,344,Bs 20-40,La Paz,8,2,-1,-1,0.0,-0.3640189,6.076301,-9.280157,-13.708011
Rey Porky Landaeta,Hamburguesería,restaurante,-16.5049639,-68.1315955,3.9,240,Bs 20-40,"FVW9+296, La Paz",51,2,-1,3,1.0,-0.3033935,5.897604,-5.016088,-9.79236
Mega Burguer,Restaurante de comida rápida,restaurante,-16.4950393,-68.1355521,3.6,531,Bs 20-40,"GV37+XQP, C. Comercio, La Paz",143,1,-1,-1,0.0,0.9623595,0.3888666,-37.00074,-10.073758
Tintoretto Food Truck,Restaurante de comida rápida,restaurante,-16.5396263,-68.0840977,4.8,11,,"Calle 15 de, La Paz",63,3,-1,1,0.8171946309597852,-4.0041604,10.548148,42.366337,-9.817715
Pollos Copacabana,Restaurante de comida rápida,restaurante,-16.5391053,-68.0792499,4.2,4578,Bs 40-60,"Av. Ballivián 1326, La Paz",76,3,-1,-1,0.0,-4.2171597,13.422761,46.94723,17.649523
Go Green,Restaurante vegetariano,restaurante,-16.5102088,-68.1280706,4.3,383,Bs 20-40,"Sanchez Lima 2326, La Paz",110,1,-1,-1,0.0,-2.008824,4.9638,-25.414873,-20.375175
Go Green,Restaurante vegetariano,restaurante,-16.5411785,-68.0805483,4.7,129,Bs 20-40,"Av. Montenegro esquina, La Paz",113,3,-1,-1,0.0,-4.5415826,12.130047,49.82872,3.8191853
Don Papanataz,Restaurante de comida rápida,restaurante,-16.4951293,-68.1353074,3.6,223,Bs 20-100,"C. Comercio, La Paz",143,1,-1,-1,0.0,0.9350254,0.400976,-37.068813,-6.1923046
Comida China Rapida,Restaurante,restaurante,-16.527537799999998,-68.10638879999999,3.8,130,Bs 20-40,La Paz,9,2,-1,-1,0.0,-0.16430578,6.7225657,19.811022,1.5691098
Restaurante Cafeteria Sabor Urbano,Restaurante,restaurante,-16.4975816,-68.1385245,4.8,141,Bs 20-40,"Sagarnaga 319, La Paz",125,1,-1,4,1.0,13.061164,3.4598057,-31.891825,-30.930418
New Delhi Curry Lounge,Restaurante indio,restaurante,-16.4975772,-68.138699,4.7,403,Bs 40-100,"Sagarnaga 334, La Paz",125,1,-1,5,0.8116323668268539,7.000872,-11.490665,-57.85392,2.9402797
Pollos Yack’s - Sopocachi,Restaurante,restaurante,-16.5150847,-68.13695229999999,4.0,427,Bs 20-40,"Jaimes Freyre 2236, La Paz",4,2,-1,-1,0.0,-0.2843304,6.1286583,-7.9415455,-12.1397915
Q' Rollo Con El Pollo,Restaurante de comida rápida,restaurante,-16.4951945,-68.12080639999999,4.5,11,Bs 20-40,"59169831775, La Paz",21,0,-1,-1,0.0,-1.6271298,3.6599042,-10.110359,-31.658972
Las Chachas,Restaurante de comida rápida,restaurante,-16.5020201,-68.1325863,3.8,282,Bs 1-20,"FVX8+5XV, Av. 16 de Julio, La Paz",47,2,-1,-1,0.0,-1.2357382,5.713542,-13.736545,-19.911373
"Texas Wings, San Miguel",Restaurante de comida rápida,restaurante,-16.5438916,-68.0781592,4.4,732,Bs 20-40,"Av. Montenegro 922, La Paz",71,3,-1,-1,0.0,-4.489622,12.295845,49.187603,8.334195
Api Happy Achumani,Bar restaurante,restaurante,-16.534430699999998,-68.0754725,4.0,756,Bs 20-40,La Paz,27,3,-1,-1,0.0,-1.6447763,10.349549,28.390493,5.8096156
La Capital Hamburguesas,Hamburguesería,restaurante,-16.5120651,-68.125698,4.2,806,Bs 40-80,"Lisímaco Gutierrez 481, La Paz",97,1,1,6,1.0,1.7256591,2.7564263,-22.120522,17.573215
La Capital Hamburguesas,Hamburguesería,restaurante,-16.5120651,-68.125698,4.2,806,Bs 40-80,"Lisímaco Gutierrez 481, La Paz",97,1,1,6,1.0,1.7450954,2.7868836,-20.85295,16.60927
El Bosque Boulevard,Zona de restauración,otro,-16.5408413,-68.08386519999999,4.6,1709,Bs 40-140,"Calle 15, Av. Sanchez Bustamante y, La Paz",81,3,-1,1,1.0,-0.8239633,17.545948,70.44563,9.68188
Comida rápida MEDIA LUNA,Restaurante de comida rápida,restaurante,-16.525278399999998,-68.08759789999999,5.0,2,,"Pablo Caballero 477, La Paz",2,0,-1,-1,0.0,-3.6571712,10.27593,38.3579,-14.749339
Snack Iglú,Restaurante,restaurante,-16.501847599999998,-68.12304929999999,4.1,1190,Bs 20-40,"Calle Juan de Vargas #1924 Zona, La Paz",21,2,-1,-1,0.0,-0.20288493,5.8841724,-10.567076,-9.425143
FACTORY Grill&Bar,Restaurante americano,restaurante,-16.542304299999998,-68.08552879999999,3.7,237,Bs 60-140,"C. 13 8109, La Paz",59,3,-1,-1,0.0,-1.7853694,15.524195,57.94602,12.740507
La Esquina comida rápida,Restaurante de comida rápida,restaurante,-16.5012273,-68.1172806,5.0,1,,"Diaz Romero 1809, La Paz",12,0,-1,0,1.0,-1.5321803,1.9309171,2.1488526,-36.309692
Boomerang Food,Comida a domicilio,restaurante,-16.4985386,-68.133028,3.4,20,,"Mercado, La Paz",87,2,-1,-1,0.0,0.5653854,1.3699977,-15.418089,-0.18841355
"Fast Food ""El Patrón"" Comida Rápida",Restaurante,restaurante,-16.496758,-68.1095249,4.4,10,,alto San Antonio cruce hacía18 de mayo,1,0,-1,-1,0.0,-1.2990268,2.2234733,0.15558545,-30.548435
Pollos Cochabamba El Prado,Restaurante de comida rápida,restaurante,-16.500629699999998,-68.13385389999999,3.8,1420,Bs 20-40,"Av. 16 de Julio 1205, La Paz",80,2,-1,-1,0.0,-0.42992505,5.4369903,-7.971816,-3.886052
La Huerta,Tienda de alimentos orgánicos,otro,-16.5117992,-68.1272965,4.5,152,,"FVQF+73P, Pedro Salazar, La Paz",108,1,-1,-1,0.0,0.57423365,2.300306,-25.414852,5.2861805
"Texas Wings, Miraflores",Restaurante de comida rápida,restaurante,-16.5027334,-68.1204648,4.2,1316,Bs 20-60,"C. R. Villalobos Nº 1969, La Paz",13,2,-1,3,1.0,-0.16734748,5.9388733,-11.230828,-7.7667527
Jack's Chicken Wings,Restaurante de comida rápida,restaurante,-16.539787399999998,-68.07838989999999,4.0,94,Bs 40-60,"Avenida Manuel Víctor García Lanza, La Paz",82,3,-1,1,0.7632734473445448,-3.6561825,11.958219,39.529003,1.8223937
Don Pollo,Restaurante especializado en pollo,restaurante,-16.4978956,-68.1210514,3.7,1083,Bs 20-40,"GV2H+RHW, Av. Busch, La Paz",25,2,-1,-1,0.0,-0.3649749,5.5968413,-6.548873,-7.3753567
Comé Comi,Restaurante de comida rápida,restaurante,-16.506104399999998,-68.1292582,4.1,35,,"Avenida 6 de Agosto N548, La Paz",73,0,-1,-1,0.0,0.2757266,1.57366,-20.672968,-0.24757978
TRUCKPALU,Restaurante americano,restaurante,-16.540551999999998,-68.0797813,4.3,73,Bs 20-40,"Av. Montenegro 1337, La Paz",107,3,-1,-1,0.0,-4.492193,12.07299,49.443256,1.7428313
El pueblo del pique Express - Megacenter,Restaurante de comida rápida,restaurante,-16.532141799999998,-68.0877174,4.4,22,Bs 60-80,"Av. Rafael Pabón, La Paz",5,3,-1,1,0.6940442114522751,-2.9357717,10.5368,33.101875,-5.148906
La Boliviana,Restaurante,restaurante,-16.4971051,-68.1378665,4.3,171,Bs 60-80,"Calle Sagárnaga esquina Murillo, Galería Chuquiago #213 [segundo piso",126,1,-1,5,0.7033065791501888,0.4477961,-0.2417965,-44.847744,-1.6516427
La Viñeta - Gourmet Fast Food,Restaurante de comida rápida,restaurante,-16.5416881,-68.0668079,4.5,231,Bs 40-60,"C. 28 7c, La Paz",2,3,-1,-1,0.0,-2.6204376,11.180863,33.74585,5.136184
Los Castores,Restaurante de comida rápida,restaurante,-16.5085142,-68.1280378,4.0,164,Bs 1-40,"Av.20 de Octubre 2019, La Paz",110,1,-1,-1,0.0,-1.4402963,4.983994,-21.07267,-21.926014
"Sillpichs ""Socabaya""",Restaurante de comida rápida,restaurante,-16.4966973,-68.1345748,3.7,288,Bs 40-60,"GV38+85F, Socabaya, La Paz",143,1,-1,-1,0.0,0.9061668,0.30102432,-38.05783,-7.4179378
Los Castores,Restaurante de comida rápida,restaurante,-16.5085142,-68.1280378,4.0,164,Bs 1-40,"Av.20 de Octubre 2019, La Paz",110,1,-1,-1,0.0,-1.4291555,5.040333,-21.07267,-21.926014
"Sillpichs ""Socabaya""",Restaurante de comida rápida,restaurante,-16.4966973,-68.1345748,3.7,288,Bs 40-60,"GV38+85F, Socabaya, La Paz",143,1,-1,-1,0.0,0.9486801,0.35236663,-38.05783,-7.4179378
Kalakitas Express,Restaurante mexicano,restaurante,-16.510547499999998,-68.1259003,3.9,204,Bs 20-80,"Av. 20 de Octubre esquina, Pedro Salazar #2497, La Paz",105,1,-1,6,0.8989433578914763,0.8762233,1.47507,-29.243092,10.856737
Sabor Gaucho Obrajes,Restaurante de comida rápida,restaurante,-16.5292833,-68.1002918,4.1,211,Bs 40-140,"Calle 17 de, La Paz",2,3,-1,-1,0.0,-1.1372483,9.856648,18.124557,8.865588
Sillpichs Megacenter,Restaurante de comida rápida,restaurante,-16.531779399999998,-68.0876552,3.7,138,,"FW96+7WQ, MEGACENTER La Paz, Av. Rafael Pabón, La Paz",5,3,-1,-1,0.0,-1.3064569,9.914117,22.57222,5.918815
La Casa Del Payaso,Restaurante de comida rápida,restaurante,-16.5144743,-68.1278004,4.7,3,,"FVPC+6V8, Plaza España Sopocachi esq. Luis Uria, De La Oliva, La Paz",40,0,-1,0,0.9606768826638784,-1.2847749,2.0919502,1.8705117,-34.219227
Cozzolisi,Restaurante,restaurante,-16.5433372,-68.0796197,4.4,119,,"Enrique Peñaranda, La Paz",77,3,-1,1,1.0,-4.0815105,11.808635,44.717335,1.3503342
YATI Restaurant café bar,Restaurante,restaurante,-16.49852,-68.1371576,4.6,727,Bs 40-80,"+591, La Paz",143,1,-1,5,0.8607371914267333,7.2957153,-11.784535,-54.95701,4.0535536
Sillpichs,Restaurante de comida rápida,restaurante,-16.545153,-68.0751736,3.8,587,Bs 40-60,"FW3F+WWP, Ave Jose Aguirre, La Paz",14,3,-1,-1,0.0,-1.4727471,10.243733,27.088398,8.351016
Chifa Emy,Restaurante chino,restaurante,-16.5133006,-68.1212238,4.0,225,Bs 40-100,"FVPH+PHC, Cordero 257, La Paz",17,2,-1,-1,0.0,1.1017977,6.103112,8.208568,5.605463
Isu Sushi,Restaurante de sushi,restaurante,-16.5406962,-68.0778965,4.6,452,Bs 40-140,"Calle 21, La Paz",80,3,-1,1,1.0,-1.2764953,16.554146,65.92266,4.1247454
Pollos REY,Restaurante especializado en pollo,restaurante,-16.494862299999998,-68.1359165,3.8,252,Bs 20-40,"GV47+3J4, C. Comercio, La Paz",136,1,-1,-1,0.0,0.88878757,0.33186653,-38.401245,-10.545014
Exquisita,Restaurante de comida rápida,restaurante,-16.4794658,-68.120716,3.9,195,Bs 40-100,"Ave de las Americas, La Paz",3,2,-1,-1,0.0,1.5127745,6.7714214,5.264424,-11.432966
La Llave 2,Restaurante de comida rápida,restaurante,-16.496723199999998,-68.1195077,3.7,329,Bs 20-100,"GV3J+859, La Paz",18,2,-1,2,0.9689063985568619,1.9240227,6.4064837,7.2166305,-4.2118583
Eli's Pizza,Restaurante de comida rápida,restaurante,-16.5009808,-68.1329085,3.8,903,Bs 40-60,"Av. 16 de Julio No. 1497, La Paz",51,2,-1,-1,0.0,1.7519706,5.736372,-1.6204519,-1.9443508
ASAU,Restaurante,restaurante,-16.533439899999998,-68.07230489999999,4.7,227,Bs 100-200,"C. Santiago Fajardo 123, La Paz",24,3,-1,1,0.9370794540294318,-0.44762683,12.088141,70.286415,-10.088775
Walisuma comida rápida,Restaurante,restaurante,-16.4971997,-68.12447759999999,5.0,1,,"0, La Paz",21,0,-1,0,0.9837455373066654,-1.6085044,1.8615683,1.3827475,-37.940083
Los Castores Salteñería,Restaurante de comida rápida,restaurante,-16.498080299999998,-68.122007,4.0,532,Bs 20-40,"1580, La Paz",25,2,-1,3,1.0,-0.34525988,5.946994,-7.9184175,-10.664839
Papa Express,Restaurante,restaurante,-16.4966094,-68.13698649999999,4.7,20,Bs 1-20,"Sagarnaga 161, La Paz",143,0,-1,-1,0.0,12.73395,3.4865465,-21.401514,-28.818176
Hamburguesas Toby,Hamburguesería,restaurante,-16.5040926,-68.1308076,3.7,393,Bs 40-60,"Av. 16 de Julio 1853, La Paz",44,2,-1,-1,0.0,1.7390956,5.9137597,-0.83045334,-4.0809884
Paceña La Salteña,Restaurante de cocina sudamericana,restaurante,-16.4989176,-68.1332132,4.5,1043,Bs 20-40,"Loayza Nº 233, La Paz",86,1,-1,-1,0.0,-2.4036279,5.7267466,-23.94526,-15.375411
Los Castores Salteñería,Restaurante de comida rápida,restaurante,-16.498080299999998,-68.122007,4.0,532,Bs 20-40,"1580, La Paz",25,2,-1,3,1.0,-0.3837735,5.9509873,-7.7265053,-9.410893
Salteñería El Hornito,Cafetería,cafe,-16.5095661,-68.1255278,4.1,61,Bs 1-20,"Av.6 de Agosto 2455, La Paz",101,0,-1,-1,0.0,-1.3814188,5.173856,-19.391804,-24.863928
"Salteñería ""El Hornito""",Restaurante,restaurante,-16.527536299999998,-68.10639189999999,4.4,75,Bs 1-20,"FVCV+XCQ, La Paz",9,0,-1,-1,0.0,-1.2423649,5.83982,-9.696674,-22.6106
Paceña La Salteña,Restaurante,restaurante,-16.4981871,-68.1184785,4.3,503,Bs 20-40,"Av. Brasil 1667, La Paz",17,2,-1,3,1.0,-0.34288585,6.0822577,-11.395861,-11.37452
Salteñas Diablo,Pastelería,otro,-16.497407199999998,-68.1241447,3.8,116,,La Paz,21,2,-1,2,0.9689063985568619,1.3886223,6.778241,4.5331554,-14.200708
Salteñas Hornito,Restaurante,restaurante,-16.538811799999998,-68.078502,4.5,365,Bs 1-20,"FW6C+FHH, La Paz",62,3,-1,-1,0.0,-4.4927235,12.024644,26.332577,0.1504923
La Nacional Salteñas - Sur,Restaurante de comida rápida,restaurante,-16.537199299999997,-68.0783204,4.4,127,Bs 20-40,"Gavino Villanueva 100A, La Paz",41,3,-1,-1,0.0,-2.6414106,11.283851,31.333801,3.3242445
Paceña La Salteña,Restaurante de cocina sudamericana,restaurante,-16.5093548,-68.1274504,4.3,477,Bs 20-40,"Av.20 de Octubre 2332, La Paz",110,1,-1,-1,0.0,-2.1091135,5.0720925,-25.439156,-19.275623
Salteñas Chuquisaqueñas,Restaurante,restaurante,-16.5029417,-68.12968169999999,3.9,59,Bs 1-20,"FVWC+R4G, Federico Zuazo, La Paz",39,2,-1,-1,0.0,-1.2211972,5.6740813,-13.461259,-21.429457
Paceña La Salteña,Restaurante de cocina sudamericana,restaurante,-16.5395593,-68.0798811,4.4,1067,Bs 20-40,"C. 19 8024, La Paz",104,3,-1,-1,0.0,-4.5503182,12.289025,49.293476,9.725434
Salteñas Diablo,Restaurante de comida rápida,restaurante,-16.529165,-68.1027443,3.8,123,Bs 1-40,"FVCW+8WJ, Av Hernando Siles, La Paz",6,2,-1,-1,0.0,-0.27509412,6.715831,20.343746,0.7131505
Salteñeria Chuquisaqueña,Restaurante,restaurante,-16.5386043,-68.08432429999999,4.0,3,,"Calle 15 15, La Paz",53,3,-1,-1,0.0,-3.1439202,10.689899,36.8192,-5.9905376
Salteñeria Jomiman,Tienda de alimentación,otro,-16.515993299999998,-68.1308961,4.8,9,,"Vincenti Nro 909, La Paz",11,0,-1,0,1.0,-1.3739355,2.0739083,-0.6410873,-33.674034
Salteñería Chuquisaqueña,Restaurante,restaurante,-16.5100697,-68.12642079999999,4.1,8,Bs 1-20,"Av.20 de Octubre 927, La Paz",106,0,-1,-1,0.0,-1.5566915,5.0243344,-19.375507,-26.139252
Salteñas Diablo,Restaurante de comida rápida,restaurante,-16.5053755,-68.1315697,4.3,0,,"Edificio MALAGA Av 20 de Octubre y, Landaeta 11B, La Paz",50,0,-1,-1,0.0,-0.5009454,1.6894647,4.3822737,-31.170544
Mercado Camacho,Mercado,mercado,-16.5005789,-68.1312643,3.9,11443,,"FVX9+QF9, Av. Camacho, La Paz",49,2,-1,-1,0.0,1.872129,5.52246,-2.6190882,2.35751
Mercado Miraflores,Mercado,mercado,-16.501445,-68.1217334,3.6,1233,,"FVXH+C8C, Diaz Romero, La Paz",25,2,-1,2,0.9689063985568619,2.1554246,6.230616,4.511857,-1.6460769
Mercado Rodríguez,Mercado,mercado,-16.5002761,-68.1385394,3.8,7020,,"FVX6+VC9, Rodriguez, La Paz",115,1,-1,-1,0.0,8.643161,-2.5282836,-35.185352,18.107067
Mercado Yungas,Mercado,mercado,-16.497148199999998,-68.1292332,3.6,2527,,"GV3C+48R, Yungas, La Paz",30,2,-1,2,0.8776895142523197,2.1603317,6.101183,2.54057,-2.066127
Mercado Lanza,Mercado,mercado,-16.4950656,-68.13728329999999,3.5,920,,"GV37+X3G, San Francisco, Av Pérez Velasco, La Paz",127,1,-1,-1,0.0,0.9854141,0.4558484,-35.551212,-7.22632
Mercado Nuestra Señora De La Paz,Mercado,mercado,-16.495377299999998,-68.10271949999999,3.6,269,,"GV3W+RWR, Av. Cdad. Del Niño, La Paz",0,2,-1,-1,0.0,1.9601929,6.5675173,9.34778,-3.4268434
Mercado San Antonio,Mercado,mercado,-16.5270662,-68.105386,3.9,229,,"FVFV+5RH, Av. 14 de Septiembre, La Paz",9,2,-1,-1,0.0,-1.09501,9.714965,18.469728,6.871586
Mercado sopocachi,Mercado,mercado,-16.5093841,-68.1296231,3.8,128,,"Guachalla 556, La Paz",98,1,-1,-1,0.0,0.6554386,1.4153944,-18.738525,3.154641
Mercado Haití,Mercado,mercado,-16.4909616,-68.1225803,3.6,1095,,"GV5G+JX7, La Paz",5,2,-1,2,0.9689063985568619,2.2325583,6.430506,5.217774,-4.45686
Mercado Strongest,Mercado,mercado,-16.5156208,-68.1399802,3.6,894,,"FVM6+Q22, La Paz",4,2,-1,2,0.9689063985568619,2.1276085,6.4564247,6.164363,-2.812185
Mercado Calatayud,Mercado,mercado,-16.4955286,-68.1476536,3.5,896,,"GV32+QWQ, Calatayud, La Paz",9,2,-1,-1,0.0,2.280005,6.7255163,5.860802,-6.7299833
Mercado Kollasuyo,Mercado,mercado,-16.4953151,-68.1166834,3.6,1917,,"GV3M+V8G, Tito Yupanqui, La Paz",8,2,-1,-1,0.0,2.2130322,6.3199515,4.2800255,-3.090987
Mercado Villa Fátima La Paz,Mercado,mercado,-16.480544,-68.12122579999999,3.5,5380,,"GV9H+QGJ, La Paz",4,2,-1,-1,0.0,2.2054346,6.292288,2.8437858,-4.417838
Mercado Las Delicias,Mercado,mercado,-16.476999499999998,-68.1236274,3.4,274,,"GVFG+6G5, La Paz",2,2,-1,2,0.8807277490685101,2.1945088,7.0506253,9.111629,-8.770366
Mercado Los Pinos,Mercado,mercado,-16.541227199999998,-68.07255099999999,3.8,508,,"FW5G+GX4, Calle 25, La Paz",5,3,-1,-1,0.0,-1.4367212,10.185907,26.006771,9.051611
La Huerta,Tienda de alimentos orgánicos,otro,-16.5117992,-68.1272965,4.5,152,,"FVQF+73P, Pedro Salazar, La Paz",108,1,-1,-1,0.0,0.5672178,2.3147535,-26.05102,5.9574676
Mercado Palenque,Tienda de alimentación,otro,-16.5126079,-68.16280569999999,3.5,369,,"FRPP+XV4, Av. Rodolfo Palenque, La Paz",1,2,-1,2,0.9061414595986245,2.176299,6.928694,7.7461057,-7.6040382
Mercado Antofagasta,Mercado,mercado,-16.488091,-68.1402583,4.3,3,,"Ave Armentia 337, La Paz",4,0,-1,-1,0.0,0.8979108,7.7312703,4.365151,-27.340359
Mercado Bajo Mariscal Santa Cruz,Mercado,mercado,-16.492564899999998,-68.1583831,3.2,72,,"GR4R+XJH, La Paz",2,2,-1,-1,0.0,2.0497508,7.3540044,12.471142,-11.078229
Mercado Corazón De Jesús,Mercado,mercado,-16.5238027,-68.1041314,3.8,223,,"Calle Etelvina Villanueva 428, La Paz",4,2,-1,-1,0.0,-1.073093,9.67571,18.903536,5.7728343
Mercado Calama,Mercado,mercado,-16.4899081,-68.13713899999999,3.5,48,,"GV67+24Q, La Paz",7,2,-1,2,1.0,1.8139389,7.377616,9.869543,-14.212496
La Huerta - Mercado Saludable,Tienda de alimentación,otro,-16.5423236,-68.08031869999999,4.6,22,,"Claudio Aliaga &, Gabriel René Moreno, La Paz",105,3,-1,1,0.8809357573659743,-4.242696,10.950564,45.646545,-5.6601214
Mercado Maracaná,Mercado,mercado,-16.4856941,-68.1371272,3.5,129,,"GV77+P4H, La Paz",4,2,-1,2,1.0,2.0622244,7.2334704,9.046537,-10.871526
Mercado San José De Munaypata,Supermercado,mercado,-16.489163299999998,-68.1586064,3.3,96,,"GR6R+8HJ, La Paz",2,2,-1,-1,0.0,1.990342,7.37734,10.887933,-11.1761675
Mercado Achumani,Mercado,mercado,-16.5308442,-68.0733913,3.8,3366,,"FW9G+MJ9, C. 16, La Paz",26,3,-1,-1,0.0,-1.2585388,10.105182,23.959864,9.38058
Mercado Modelo Teofilo Miranda,Mercado,mercado,-16.497114,-68.11623,3.6,33,,"GV3M+5G2, 4, La Paz",8,2,-1,2,1.0,1.5103762,7.288797,9.675763,-17.905832
Alto San Antonio,Mercado,mercado,-16.497270699999998,-68.1090985,3.7,525,,"GV3R+39R, La Paz",1,2,-1,-1,0.0,2.0017595,6.454513,7.8693304,-2.570721
Mercado Modelo De Irpavi,Mercado,mercado,-16.5246204,-68.0872827,3.9,1418,,"FWG7+42W, Mercado Modelo Irpavi, C. 6, La Paz",2,3,-1,-1,0.0,-1.1723129,10.030614,22.597225,9.759511
Mercado de las Brujas,Mercado,mercado,-16.4961539,-68.1389263,4.1,9770,,"Melchor Jimenez 872, La Paz",129,1,-1,-1,0.0,8.68486,-2.5023134,-37.16813,18.297997
Mercado Vicente Ochoa,Mercado,mercado,-16.498015499999998,-68.1443245,3.6,27,,"Av. Buenos Aires 787-773, La Paz",6,2,-1,2,1.0,1.6245033,7.401159,9.092276,-15.65165
Mercado Obrajes,Mercado,mercado,-16.5298676,-68.10239969999999,3.4,1159,,"FVCX+325, La Paz",6,2,-1,-1,0.0,-1.1148452,9.811544,21.19129,8.18789
Mercado Bolívar,Mercado,mercado,-16.5138441,-68.1412118,3.4,520,,"FVP5+FG7, La Paz",4,2,-1,2,0.9656121907975995,2.1270947,6.573184,8.109427,-5.467606
Café del Mundo,Restaurante,restaurante,-16.4974839,-68.13865609999999,4.3,2178,Bs 40-60,"Sagarnaga 324, La Paz",125,1,0,5,1.0,8.762162,-2.4791183,-42.092316,17.632507
Mercado 10 de enero,Mercado,mercado,-16.5015856,-68.10443529999999,3.7,885,,"Calle E 99, La Paz",1,2,-1,-1,0.0,2.0410488,6.3747067,7.159785,-1.2126039
Supermercado Chinbol,Tienda de alimentación,otro,-16.5051174,-68.128771,3.6,233,,"Goitia 142, La Paz",65,2,-1,-1,0.0,1.6478554,5.8612213,-0.8279829,-5.498285
Supermercado Fidalga - Comercio,Supermercado,mercado,-16.4966923,-68.132549,3.8,540,,"GV38+8XG, C. Colon, La Paz",49,2,-1,-1,0.0,1.8528857,5.825539,-0.33312753,-2.5297377
"Mercado Popular ""Raul Salmón""",Mercado,mercado,-16.5282329,-68.123679,3.7,141,,"FVCG+PG4, La Paz",0,2,-1,-1,0.0,1.642461,6.772224,17.226387,5.033609
Mercado Uruguay,Mercado,mercado,-16.4973997,-68.1437004,3.3,47,,"GV34+2GV, Eloy Salmon, La Paz",8,2,-1,-1,0.0,1.8755816,7.4862337,12.018805,-14.342601
Hipermaxi Sopocachi,Supermercado,mercado,-16.5095165,-68.1278844,3.9,3141,,"FVRC+4RX, Rosendo Gutierrez 469, La Paz",110,1,-1,-1,0.0,1.6078577,1.787111,-31.952997,17.346619
Mercado Las Rieles El Alto,Mercado de productos del campo,mercado,-16.5084092,-68.156723,3.5,290,,"FRRV+J8J, C. 5 Villa Dolores, La Paz",0,2,-1,2,0.9141988857464556,2.1259274,6.954264,7.492392,-8.990414
Mercado El Carmen,Mercado,mercado,-16.5146443,-68.1263568,3.8,5,,"Presbítero Medina Nro. 2758, La Paz",47,0,-1,-1,0.0,1.3229042,7.54264,9.688931,-22.822142
Mercado Villa Dolores,Tienda de alimentación,otro,-16.5123835,-68.1589906,3.3,97,,"FRQR+2CR, El Alto",1,2,-1,2,0.9866120401597334,1.8732934,7.403185,12.323265,-12.768731
Mercado Bajo San Isidro,Mercado,mercado,-16.511429,-68.1083726,3.2,154,,"FVQR+CMC, Av. Donoso Torrez, La Paz",0,2,-1,-1,0.0,1.8668346,6.873824,12.003704,-4.533652
Mercado Los Andes,Mercadillo,otro,-16.4987083,-68.1482647,3.4,55,,"GV22+GM9, Cossio, La Paz",6,2,-1,2,0.9948060526843858,1.914567,7.395566,10.795753,-13.16616
Cinco Market,Mercado,mercado,-16.5381066,-68.0787182,5.0,3,,"Calle 20 de Calacoto Esquina, La Paz",43,3,-1,-1,0.0,-3.8902361,10.4648075,42.152378,-12.082989
Mercado Félix Hinojosa,Mercado,mercado,-16.5033822,-68.1445011,3.2,1690,,"FVW4+J5X, Av. Buenos Aires, La Paz",2,2,-1,-1,0.0,2.2956033,6.5085845,4.0843368,-6.1061125
Mercado Km 7,Mercado,mercado,-16.522956,-68.1434821,3.5,203,,"FVG4+RJ6, La Paz",1,2,-1,2,0.950572954657421,1.917695,6.6961284,10.013658,-4.8620205
super mercado Roxana,Supermercado,mercado,-16.491746499999998,-68.1508231,4.1,12,,"GR5X+8M3, La Paz",5,0,-1,-1,0.0,0.91857266,7.6951456,3.898962,-24.415483
Mercado San Cristóbal,Mercado,mercado,-16.5103629,-68.14568249999999,3.5,46,,"FVQ3+VP4, Av. Tacagua, La Paz",0,2,-1,2,1.0,1.7155309,7.3377204,10.691998,-16.103006
MERCADON,Tienda de alimentación,otro,-16.500512,-68.1237652,4.7,9,,"IBITA, Avenida Saavedra 1760, La Paz",24,0,-1,0,1.0,-1.2585967,2.1378126,-1.9010841,-32.860214
Mercado Virgen de las Nieves,Mercado,mercado,-16.4754362,-68.14970439999999,3.5,173,,"GVF2+R4F, Av. Ramos Gavilan, La Paz",0,2,-1,-1,0.0,2.1031108,7.2151637,10.914253,-9.538958
Mercado Santiago,Tienda de alimentación,otro,-16.490092399999998,-68.1560271,3.6,46,,"Vicente Peñaloza 1827, La Paz",2,2,-1,2,0.9108316884018937,1.9370475,7.301147,8.921446,-12.828978
Mercado el Vergel,Mercado,mercado,-16.534226,-68.140479,3.7,45,,"Av. Mario Mercado 228, La Paz",0,2,-1,-1,0.0,1.4087045,7.0855026,7.4984155,-19.139793
Supermercado Chinbol,Supermercado chino,mercado,-16.5372678,-68.0757982,3.8,320,,"Edificio OPHIR, Gavino Villanueva 14, La Paz",25,3,-1,1,0.6937701914942813,-1.4752961,10.156692,25.340372,7.720671
Mercado Campesino Zenobio López,Tienda de alimentación,otro,-16.5067851,-68.1154205,4.1,20,,"FVVM+7RP, La Paz",0,0,-1,-1,0.0,1.0731717,7.0950274,4.788532,-20.200815
